69	U6519	11/14/2019 10:57:00 AM	N12933 N20692 N15733 N22024 N25362 N26708 N26393 N23598 N19949 N3913 N1553 N27030 N3763 N20029 N8558 N23264 N23660 N9177 N817 N8484 N15759 N2156 N14833 N18426 N25262 N7494 N6180 N10488 N15167 N14065 N26067 N12681 N2219 N5571 N2079 N4591 N20209 N20753 N19564 N26159	N24805-1 N16348-0 N6945-0 N9375-0 N25501-0 N16354-0 N9058-0 N13667-0 N10240-0 N14605-0 N15852-1 N17589-0 N11815-0 N10012-0 N22538-0 N4894-0 N13422-0 N19564-0 N6726-0 N17998-0 N16506-0 N25311-0 N23114-0 N23283-0 N15617-0 N22040-0 N21873-0 N18375-0 N7452-0 N13316-0 N56-0 N9764-0 N8849-0 N975-0 N18502-0 N9870-0 N23067-0 N22966-0 N28284-0 N23876-0 N10729-1 N22043-0 N19035-0 N20780-0 N23592-0 N1529-0 N823-0 N17644-0 N6502-0 N7402-0 N25591-0 N2482-0 N25106-0 N5726-0 N12833-0 N18368-0 N8029-0 N13552-0 N19629-0 N622-0 N17492-0 N5805-0 N776-0 N17839-0 N11581-0 N20322-0 N9123-0 N17391-0 N5407-0 N28449-0 N10821-0 N22216-1 N7924-0 N11575-0 N1107-0 N22503-0 N13247-0 N25418-0 N5830-0 N2463-0 N17147-0 N20227-0 N24231-0
77	U66418	11/14/2019 12:32:39 PM	N11621 N11723 N20809 N911 N5173 N28442 N21281 N16482 N7869 N25865 N21050 N10077 N25392 N15966 N23674 N16182 N8573 N24461 N26963 N14397 N9681 N22590 N24966 N12644 N10233 N28172 N23380 N11966 N12692 N6178 N28597 N10732 N3354 N19404 N17446 N3177 N17061 N14616 N3237 N13710 N7776 N21715 N9983 N425 N9431 N13271 N13224 N17211 N15696 N8988	N12833-0 N18375-0 N5407-0 N25418-0 N19675-0 N16348-0 N13552-0 N2489-0 N16974-1 N25620-0 N2230-0 N13422-0 N13667-0 N19153-0 N8078-0 N18892-0 N26131-0 N15467-0 N27355-0 N18342-0 N11575-0 N16398-0 N5830-0 N8929-0 N8478-0 N26650-0 N19596-0 N13247-0 N25581-0 N21873-0 N26548-0 N22289-0 N13557-0 N21391-0 N17589-0 N28284-0 N21018-0 N14171-0 N26688-0 N622-0 N4441-0 N5988-0 N21784-0 N17492-0 N22975-0 N9870-0 N4530-0 N9460-0 N253-0 N24744-0 N5323-0 N21452-0 N13578-0 N6221-1 N11158-0 N28106-0 N13316-0 N25311-0 N10012-0 N3550-0 N6889-0 N15424-0 N22216-0
81	U64671	11/14/2019 1:04:52 PM	N5734 N25674 N28204 N15551 N17272 N13216	N21452-0 N13316-0 N11575-0 N23982-0 N974-0 N13247-0 N13552-0 N11790-0 N23067-0 N2230-0 N28106-0 N28370-0 N26548-0 N25311-0 N5830-0 N16348-0 N6889-0 N13463-0 N28404-0 N9548-0 N9870-0 N19294-0 N20780-0 N13667-0 N13422-0 N3990-0 N18790-0 N622-0 N23592-1 N11644-0 N12479-0 N4440-0 N10821-0 N22216-0 N25418-0 N2022-0 N19406-0 N12659-0
84	U67259	11/14/2019 4:59:32 AM	N15922 N20030 N22427 N27607 N1592 N1852 N20286 N18426 N12506 N27079 N17870 N4384 N20825 N15106 N15106	N3869-1 N25311-0
85	U87726	11/14/2019 6:40:41 AM	N20310 N6518 N17329 N21220 N18127 N14875 N25813 N22075 N7762 N26286 N14521 N25046 N16776 N5331 N4015 N17110 N960 N19109 N28062 N16486 N14667 N1897 N15791 N6245 N176 N14750 N15311 N24356 N20638 N16531 N8371 N7469 N15136 N14589 N27005 N17972 N16194 N12902 N3774 N24857 N18031 N24078 N10674 N16074 N4688 N27919 N3973 N19207 N1522 N26309 N1454 N3568 N17495 N6552 N10704 N26550 N11410 N21778 N27215 N20176 N25646 N20840 N19232 N16956 N5079 N15106	N15421-0 N5479-0 N4204-0 N21665-0 N21016-0 N25880-0 N19366-0 N8980-0 N4738-0 N341-0 N14362-0 N5056-1 N19271-0 N11139-0 N23017-0 N18622-0 N23627-0 N23487-0 N24351-0 N9112-0 N12328-0 N19241-0 N16979-0 N25597-0 N4310-0 N8579-0
101	U64483	11/14/2019 6:28:21 PM	N28048 N12917 N1499 N20909 N19085 N7549 N25677 N8067 N23862 N10162 N20487 N6883 N20730 N10162 N24816 N10680 N3305 N10000	N21391-0 N6505-0 N21159-1 N22216-0 N13474-0 N9992-0 N6011-0 N14490-0 N13497-0 N17621-0 N2740-0 N1202-0 N17171-0 N20025-0 N14499-0 N28422-0
107	U84058	11/14/2019 8:08:28 AM	N11621 N22427 N26330 N12511 N24638 N20922 N4617 N10625 N18426 N2554 N25657 N10972 N24851	N25897-1 N12833-0 N3869-0 N25311-0 N13552-0 N17839-0 N13667-0
113	U91725	11/14/2019 8:47:56 AM	N1474 N6848 N25431 N2462 N9263 N9177 N12035 N3120 N21952 N25876 N18426 N2827 N4362 N14616	N21651-0 N1756-0 N8155-0 N13552-0 N18375-0 N24805-0 N6213-0 N23772-0 N26688-0 N23067-0 N8918-0 N14569-0 N14605-0 N18368-0 N25620-0 N2185-0 N4523-0 N21981-0 N11976-0 N8173-0 N9058-0 N25926-0 N14947-0 N10086-0 N27878-0 N4378-0 N11158-0 N6015-0 N6505-0 N12667-1 N1529-0 N17839-0 N10821-0 N22043-0 N28284-0 N13316-0 N22216-0 N10679-0 N10646-0 N13646-0 N21784-0 N974-0 N9468-0 N21038-0 N5712-0 N23073-0 N15885-0 N6726-0 N22532-0 N27869-0 N12833-0 N13247-0 N19629-0 N25311-0 N2818-0 N8654-0 N13495-0 N23283-0 N4412-0 N26998-0 N21201-0 N13667-0 N23114-0 N14414-0 N5078-0 N20990-0 N8957-0 N16354-0 N17492-0 N16348-0 N5127-0 N13254-0 N25897-0 N9870-0 N8802-0
116	U43034	11/14/2019 5:07:37 AM	N12713 N11057 N273 N12014 N15366 N2604 N27206 N25316 N13671 N22293 N20388 N578 N13671 N11625 N13277 N545 N6459 N19398 N13671 N28188 N14065 N21474 N28296 N992 N10972 N17235 N20803 N14399 N22194 N16161	N15885-0 N7124-0 N5320-0 N15648-0 N8802-0 N2482-0 N23067-0 N16474-0 N17869-1 N25897-0 N8929-0 N7744-0 N17935-0 N13247-0 N24971-0 N26369-0 N12328-0 N8654-0 N8579-0 N4738-0 N6726-0 N2214-0 N15852-0 N7483-0 N25607-0 N21201-0 N4441-0 N8957-0 N2766-0 N17389-0 N12071-0 N1570-0 N22937-0 N25311-0 N17492-0 N17138-0 N22602-0 N21016-0 N23543-0 N25155-0 N18368-0 N23422-0 N8078-0 N833-0 N341-0 N17839-0 N22379-0 N26510-0 N15605-0 N14797-0 N22538-0 N17907-0
117	U72280	11/14/2019 3:20:41 PM	N7115 N4484 N1268 N24883 N27336 N5132 N5882 N1260 N23498 N7306 N18973 N26907 N21266 N1484 N14721 N12273 N4296 N4323 N22075 N22075 N18711 N26509 N4827 N22507 N1683 N19490 N321 N1450 N21161 N17128 N7806 N2620 N10700 N10868 N4575 N26330 N3505 N13972 N26286 N7586 N6183 N28086 N9934 N9727 N14912 N5339 N14554 N18865 N18360 N23600 N22209 N24014 N27821 N20011 N16917 N9213 N494 N6096 N16701 N12589 N16428 N18191 N16678 N23120 N8477 N9690 N9733 N23493 N2801 N15778 N7115 N19109 N18010 N3080 N25431 N6265 N7581 N17922 N27985 N17445 N23849 N19673 N25861 N17394 N9823 N23849 N4887 N20561 N8880 N16801 N13024 N13532 N12628 N23712 N14305 N20847 N3873 N3488 N1350 N1038 N16769 N3463 N16185 N21112 N20059 N391 N6543 N18968 N9882 N24843 N25195 N5543 N14546 N24484 N21627 N332 N3531 N1425 N19569 N13025 N24356 N27993 N13037 N10376 N6133 N10399 N1021 N2968 N7742 N5445 N2573 N22953 N10483 N27404 N9788 N9797 N7412 N7850 N9376 N26737 N6979 N13144 N8067 N7938 N10407 N16607 N27594 N19976 N23552 N2689 N17972 N18538 N19168 N13164 N3774 N19547 N17814 N25348 N3785 N28545 N34 N24078 N13441 N11360 N26367 N17673 N6355 N344 N12318 N22111 N3964 N14761 N8873 N19553 N540 N9308 N27184 N24278 N8067 N22132 N22851 N21474 N2340 N8764 N16388 N2198 N16982 N17843 N3160 N3238 N27591 N1720 N12458 N18868 N6448 N16329 N26380 N26186 N10705 N15006 N28566 N4926 N15161 N13079 N1973 N18807 N24626 N9889 N952 N1928 N13710 N24282 N5863 N28375 N24378 N2564 N7324 N574 N9767 N14567 N19313 N17086 N7972 N1867 N7879 N21754 N21754 N6739 N8922 N7226 N19121 N28025 N16401 N2168 N19004 N27910 N6972 N10548 N19365 N9332	N22681-0 N25581-1 N10795-0 N2185-0 N20849-0 N19630-0 N11446-0 N5830-0 N4874-0 N17733-0 N4627-0 N11898-0 N6503-0 N14639-0
120	U60646	11/14/2019 7:01:55 AM	N27245 N11206 N1167 N22075 N12103 N15341 N26557 N917 N7697 N5198 N20535 N1359 N25457 N10624 N5281 N16699 N17029 N2852 N12028 N12215 N3879 N20909 N8383 N11751 N18590 N28490 N23204 N14074 N15027 N8619 N4226 N13820 N10207 N2323 N21204 N26723 N14283 N23493 N7160 N12707 N6671 N16238 N25996 N22592 N19013 N9428 N19109 N11271 N13098 N9900 N5803 N24657 N4215 N13238 N28406 N9108 N2541 N25455 N14548 N21627 N14672 N332 N23003 N11519 N12038 N11625 N25392 N12016 N13150 N27242 N19917 N6498 N27886 N15807 N8925 N9177 N14776 N14149 N26025 N6786 N7397 N9877 N18524 N956 N10383 N1723 N19997 N18074 N19688 N26196 N20474 N12282 N11240 N6900 N15489 N21952 N7968 N12853 N10034 N19336 N9388 N11978 N2129 N13164 N26840 N13441 N21768 N18426 N119 N10161 N10636 N26350 N19801 N20462 N14065 N5688 N13996 N5338 N4381 N23628 N2153 N24626 N2669 N11359 N12950 N8977 N13395 N13082 N6152 N18586 N750 N5938 N28378 N10000 N20566 N19121 N1636 N24221 N4177 N1480 N3017 N28025 N13178 N6911 N13064 N4227 N3296 N6739	N13379-0 N26157-0 N2818-1 N8832-0 N23487-0 N16079-0 N13667-0 N14797-0 N26688-0 N3798-0 N17839-0 N25897-0 N2766-0 N17978-0 N9459-0 N13254-0 N5830-0 N23067-0 N12328-0 N25188-0 N6816-0 N13552-0 N19366-0 N13247-0 N27355-0 N2214-0 N4627-0 N9451-0 N25311-0 N18622-0 N17492-0 N8654-0 N15885-0 N754-0 N21328-0 N25155-0 N3869-0 N2489-0
121	U88710	11/14/2019 5:38:21 AM	N5505 N6328 N27995 N20881 N26488 N10069 N15990 N25500 N18357 N12242 N24395 N10100 N563 N11427 N1172 N21338 N18473 N27571 N14297 N3782 N11355 N624 N15510 N7283 N13164 N15748 N26676 N10887 N16538 N18426 N26044 N24179 N17579 N20486 N14065 N14408 N12692 N9045 N5208 N10667 N24107 N15455 N1951 N22852 N8733 N15428 N22178 N15865 N27298 N6342 N11938 N20377 N2826 N26316 N6152 N26679 N7975 N18362	N25620-0 N9992-0 N9314-0 N8802-0 N10821-0 N15165-0 N17492-0 N6889-0 N6221-0 N25780-0 N20186-0 N16354-0 N25598-0 N21521-0 N779-0 N56-0 N5539-0 N2766-0 N22379-0 N5911-0 N15605-0 N13667-0 N1570-0 N22043-0 N11672-0 N13247-0 N25897-0 N9451-0 N11815-0 N23487-0 N18242-0 N14797-0 N4441-0 N19157-0 N15804-0 N2818-0 N7883-0 N12071-0 N8078-0 N18087-0 N6726-0 N13552-1 N19406-0 N25311-0 N13254-0 N19629-0 N3869-0 N26998-0 N3864-0 N2470-0 N10646-0 N13931-0 N22078-0 N23194-0 N25155-0 N4738-0 N26688-0 N15885-0 N8654-0 N14932-0
122	U73038	11/14/2019 11:12:49 AM	N1734 N5934 N9969 N26557 N11780 N20525 N816 N15321 N22567 N24831 N13095 N11723 N17993 N22427 N22302 N994 N17616 N482 N3150 N21615 N12095 N12874 N21816 N7641 N4589 N13589 N14180 N8084 N28159 N11669 N27015 N15064 N17685 N8231 N12371 N27262 N11762 N11061 N25642 N6376 N16816 N2432 N14382 N17557 N5261 N28293 N21551 N19547 N14021 N24917 N26059 N11150 N19516 N10293 N24900 N16182 N15356 N20966 N226 N686 N18426 N12185 N21680 N24179 N14188 N27758 N2659 N12563 N2827 N27591 N24136 N25347 N10732 N17593 N6062 N21545 N354 N6661 N5792 N26748 N7070 N26399 N12258	N13552-0 N12833-0 N18375-0 N11575-0 N22216-0 N25418-0 N9870-0 N13667-0 N21873-0 N13422-1 N25311-0
130	U59773	11/14/2019 8:02:15 AM	N26504 N27209 N11621 N26330 N27489 N21395 N3763 N23651 N20077 N9177 N21543 N7412 N28101 N26676 N15544 N6048 N13700 N9045 N6661 N15106 N1313	N8654-1 N17492-0 N13247-0 N15885-0 N25884-0 N13316-0 N25311-0 N19366-0 N9870-0 N6726-0 N23114-0 N3869-0 N25897-0 N16348-0 N12833-0 N26369-0 N13667-0 N26688-0 N17839-0 N2818-0
132	U6190	11/14/2019 4:12:51 AM	N19203 N15571 N27245 N10856 N8073 N27209 N11723 N6809 N16391 N12394 N1474 N1616 N10973 N3793 N19773 N7609 N19025 N10820 N16046 N10207 N5858 N9707 N26451 N2838 N26268 N2113 N578 N15585 N13532 N4617 N332 N17200 N25455 N27766 N27320 N26009 N8453 N9797 N3054 N7350 N19336 N5968 N7968 N5607 N19398 N17422 N22231 N2591 N4354 N2079 N28296 N14185 N20279 N21133 N18948 N6576 N15594 N7953 N2189 N16120 N9583 N19819 N1427 N15436 N6685 N1867 N2083 N14545 N2904 N6152 N18859 N14399 N22194 N10021	N5343-0 N26998-0 N22078-0 N5070-0 N23137-0 N6624-0 N2766-0 N7124-0 N26688-0 N8929-0 N8173-0 N28284-0 N4012-0 N13378-0 N26369-0 N3050-0 N10729-0 N15885-0 N4738-0 N7050-0 N17907-0 N6726-0 N8654-0 N2214-0 N25182-0 N17492-0 N20464-0 N13957-0 N9410-0 N25897-0 N3228-0 N21016-0 N8907-0 N19157-0 N14797-0 N11324-0 N23543-0 N16506-0 N10240-0 N11158-0 N2818-0 N25620-0 N8957-0 N22937-0 N12881-0 N10378-0 N12954-0 N17743-0 N14932-0 N23663-0 N15804-0 N25345-0 N5726-0 N17839-1 N10086-0 N4948-0 N23487-0 N9556-0 N10537-0 N25671-0 N755-0 N22379-0 N3869-0 N9954-0 N24971-0 N19153-0 N27355-0 N13254-0 N2185-0 N7883-0 N341-0 N17935-0 N2470-0 N17869-0 N5617-0 N7483-0 N12328-0 N2494-0 N21201-0 N13634-0 N23067-0 N833-0 N7744-0 N15605-0 N20688-0 N17978-0 N9941-0 N24783-0 N17289-0 N16079-0 N8802-0 N2665-0 N25155-0 N22351-0 N18087-0 N25311-0 N26510-0 N17389-0 N2360-0
134	U57047	11/14/2019 6:16:28 PM	N17466 N13733 N2146 N2169 N1098 N22403 N4202 N11723 N19164 N19136 N26459 N23925 N19253 N27610 N13678 N5502 N25232 N10207 N19531 N8477 N21210 N177 N14598 N177 N6811 N24304 N17110 N9710 N92 N7942 N92 N4090 N4617 N21627 N22589 N4958 N13040 N7295 N25373 N1929 N15081 N9495 N18996 N9353 N9177 N4271 N14085 N8288 N9490 N25876 N17752 N10564 N21952 N5296 N2223 N23134 N7042 N21776 N28133 N4005 N13384 N24505 N26840 N2706 N23414 N23098 N9318 N22077 N9318 N11870 N17902 N11691 N1360 N3087 N4355 N12563 N8206 N8067 N9748 N17808 N15551 N26961 N6178 N14065 N15167 N26853 N2079 N10704 N26458 N1044 N18587 N27917 N17111 N20404 N10815 N6576 N23841 N2624 N13461 N8313 N4384 N5307 N6661 N21723 N20377 N76 N8981 N11359 N19115 N11938 N28074 N19300 N27273 N14041 N17301 N18153 N12558 N18969 N24630 N24746 N27910 N12718 N1836 N4748 N24088 N1313 N6551 N27910 N19105	N13474-0 N21215-0 N11158-0 N9549-0 N19629-0 N2972-0 N17621-0 N28422-0 N21017-1 N1202-0 N21159-0 N14456-0 N14490-0 N3126-0 N21391-0 N4644-0 N22216-0 N2071-0 N2740-0 N4378-0 N23870-0 N3119-0 N21514-0 N27223-0 N622-0 N17171-0 N20025-0 N14499-0 N6011-0 N13497-0 N2375-0 N9637-0 N9992-0 N6505-0
138	U19827	11/14/2019 10:58:07 AM	N21197 N13650 N3145 N8544 N1954 N12713 N10032 N27420 N24628 N68 N3076 N20030 N7395 N11723 N2633 N16695 N1499 N911 N20909 N4512 N16386 N20332 N11072 N23763 N9696 N18191 N25601 N4082 N3071 N26268 N8712 N15517 N24638 N25841 N10247 N578 N13929 N22347 N28159 N13536 N5642 N8340 N21094 N27320 N14866 N25392 N23466 N3844 N1439 N5298 N9240 N12667 N5904 N19505 N1332 N21952 N19336 N17255 N15877 N2313 N4844 N23888 N27611 N24431 N839 N839 N18386 N18235 N24505 N13503 N10380 N8498 N5014 N3087 N17579 N10911 N8940 N332 N19801 N17956 N2242 N9772 N3568 N27372 N16521 N18533 N28178 N1044 N9295 N15459 N27585 N26838 N14417 N5612 N10972 N24458 N17483 N13271 N9183 N24851 N18859 N4221 N25239 N2951 N12334	N11575-1 N27098-0 N27776-0 N622-0 N15467-0 N6726-0 N13316-0 N28284-0 N17839-1 N22794-0 N4660-0 N13667-0 N11158-0 N13552-0 N20295-0 N25311-0 N18987-0 N23772-0 N21873-0 N12833-0 N25581-0 N23149-0 N26998-0 N974-1 N27355-0 N5830-0 N13422-0 N9404-0 N6505-0 N23502-0 N22216-0 N16348-0 N17157-0 N13247-0 N18375-0 N17492-0 N21784-0 N22019-0 N9870-0 N6221-0 N25418-0 N3870-1
148	U9996	11/14/2019 8:40:37 AM	N27206 N12051 N20081 N16538 N8067	N3869-0 N25311-0 N13552-0 N12833-0 N25897-0 N13667-1
